name	descr	gene	prot_len	fs_len	org_name	kingdom	phylum	genus
EP26_RS12240	magnesium chelatase subunit H	NA	1200	NA	Belnapia moabensis DSM 16746	Bacteria	Proteobacteria	Belnapia
EP26_RS12175	magnesium chelatase	bchD	568	NA	Belnapia moabensis DSM 16746	Bacteria	Proteobacteria	Belnapia
EP26_RS17775	cobaltochelatase subunit CobS	NA	336	NA	Belnapia moabensis DSM 16746	Bacteria	Proteobacteria	Belnapia
EP26_RS17780	cobaltochelatase subunit CobT	NA	622	NA	Belnapia moabensis DSM 16746	Bacteria	Proteobacteria	Belnapia
EP26_RS20290	cobaltochelatase subunit CobN	NA	1090	NA	Belnapia moabensis DSM 16746	Bacteria	Proteobacteria	Belnapia
Q367_RS06280	magnesium chelatase	NA	461	NA	Ferrimicrobium acidiphilum DSM 19497	Bacteria	Actinobacteria	Ferrimicrobium
Q367_RS09525	hypothetical protein	NA	573	NA	Ferrimicrobium acidiphilum DSM 19497	Bacteria	Actinobacteria	Ferrimicrobium
Q367_RS09530	cobaltochelatase subunit CobN	NA	1180	NA	Ferrimicrobium acidiphilum DSM 19497	Bacteria	Actinobacteria	Ferrimicrobium
Q363_RS13775	magnesium chelatase	NA	513	NA	Edaphobacter aggregans DSM 19364	Bacteria	Acidobacteria	Edaphobacter
Q363_RS17170	magnesium chelatase	NA	579	NA	Edaphobacter aggregans DSM 19364	Bacteria	Acidobacteria	Edaphobacter
Q363_RS17175	cobalt chelatase	NA	1461	NA	Edaphobacter aggregans DSM 19364	Bacteria	Acidobacteria	Edaphobacter
Q363_RS25345	sigma-54-dependent Fis family transcriptional regulator	NA	457	NA	Edaphobacter aggregans DSM 19364	Bacteria	Acidobacteria	Edaphobacter
CC87_RS04695	hypothetical protein	NA	628	NA	Thermodesulfobacterium hydrogeniphilum	Bacteria	Thermodesulfobacteria	Thermodesulfobacterium
CC87_RS04585	cobaltochelatase subunit CobN	NA	1246	NA	Thermodesulfobacterium hydrogeniphilum	Bacteria	Thermodesulfobacteria	Thermodesulfobacterium
CC87_RS04690	magnesium chelatase	NA	336	NA	Thermodesulfobacterium hydrogeniphilum	Bacteria	Thermodesulfobacteria	Thermodesulfobacterium
JO40_RS06295	VWA domain-containing protein	NA	639	NA	Treponema putidum	Bacteria	Spirochaetes	Treponema
JO40_RS06300	magnesium chelatase	NA	309	NA	Treponema putidum	Bacteria	Spirochaetes	Treponema
ACP97_RS18625	magnesium chelatase	NA	700	NA	Halococcus sediminicola	Archaea	Euryarchaeota	Halococcus
ACP97_RS18630	cobaltochelatase subunit CobN	NA	1295	NA	Halococcus sediminicola	Archaea	Euryarchaeota	Halococcus
HMPREF1650_RS03390	magnesium chelatase	NA	360	NA	Corynebacterium freneyi DNF00450	Bacteria	Actinobacteria	Corynebacterium
HMPREF1650_RS03390_fs_HMPREF1650_RS03395	magnesium chelatase | VWA domain-containing protein	NA	609	1	Corynebacterium freneyi DNF00450	Bacteria	Actinobacteria	Corynebacterium
HMPREF1650_RS12175	cobaltochelatase subunit CobN	NA	1251	NA	Corynebacterium freneyi DNF00450	Bacteria	Actinobacteria	Corynebacterium
JH15_RS03395	magnesium chelatase	NA	600	NA	Halomonas xinjiangensis	Bacteria	Proteobacteria	Halomonas
JH15_RS03380	cobaltochelatase subunit CobN	NA	1275	NA	Halomonas xinjiangensis	Bacteria	Proteobacteria	Halomonas
LT42_RS05340	magnesium chelatase	NA	368	NA	Pseudomonas lutea	Bacteria	Proteobacteria	Pseudomonas
LT42_RS05340_fs_LT42_RS05335	magnesium chelatase | VWA domain-containing protein	NA	587	-1	Pseudomonas lutea	Bacteria	Proteobacteria	Pseudomonas
LT42_RS05345	cobaltochelatase subunit CobN	NA	1253	NA	Pseudomonas lutea	Bacteria	Proteobacteria	Pseudomonas
TY31_RS12695	cobaltochelatase subunit CobN	NA	1192	NA	Mycobacterium kyorinense	Bacteria	Actinobacteria	Mycobacterium
TY31_RS16900	magnesium chelatase	NA	461	NA	Mycobacterium kyorinense	Bacteria	Actinobacteria	Mycobacterium
TY31_RS18345	hypothetical protein	NA	605	NA	Mycobacterium kyorinense	Bacteria	Actinobacteria	Mycobacterium
EU92_RS04200	magnesium chelatase ATPase subunit I	NA	362	NA	Prochlorococcus marinus str. MIT 9107	Bacteria	Cyanobacteria	Prochlorococcus
EU92_RS02875	cobaltochelatase subunit CobN	NA	1245	NA	Prochlorococcus marinus str. MIT 9107	Bacteria	Cyanobacteria	Prochlorococcus
EU92_RS03080	magnesium chelatase subunit H	NA	1336	NA	Prochlorococcus marinus str. MIT 9107	Bacteria	Cyanobacteria	Prochlorococcus
EU92_RS01570	magnesium chelatase ATPase subunit D	NA	708	NA	Prochlorococcus marinus str. MIT 9107	Bacteria	Cyanobacteria	Prochlorococcus
DA73_RS15710	cobaltochelatase subunit CobN	NA	1303	NA	Tolypothrix bouteillei VB521301	Bacteria	Cyanobacteria	Tolypothrix
DA73_RS25240	magnesium chelatase subunit H	NA	1328	NA	Tolypothrix bouteillei VB521301	Bacteria	Cyanobacteria	Tolypothrix
DA73_RS28235	magnesium chelatase ATPase subunit I	NA	371	NA	Tolypothrix bouteillei VB521301	Bacteria	Cyanobacteria	Tolypothrix
DA73_RS35085	magnesium chelatase ATPase subunit D	NA	698	NA	Tolypothrix bouteillei VB521301	Bacteria	Cyanobacteria	Tolypothrix
BH95_RS06820	magnesium chelatase	NA	641	NA	Rhodococcus fascians A44A	Bacteria	Actinobacteria	Rhodococcus
BH95_RS04840	cobaltochelatase subunit CobN	NA	1224	NA	Rhodococcus fascians A44A	Bacteria	Actinobacteria	Rhodococcus
BH95_RS26680	magnesium chelatase	NA	461	NA	Rhodococcus fascians A44A	Bacteria	Actinobacteria	Rhodococcus
LT40_RS10200	magnesium chelatase	NA	338	NA	Pseudomonas rhizosphaerae	Bacteria	Proteobacteria	Pseudomonas
LT40_RS10200_fs_LT40_RS10205	magnesium chelatase | VWA domain-containing protein	NA	557	-1	Pseudomonas rhizosphaerae	Bacteria	Proteobacteria	Pseudomonas
LT40_RS10195	cobaltochelatase subunit CobN	NA	1250	NA	Pseudomonas rhizosphaerae	Bacteria	Proteobacteria	Pseudomonas
SGLAU_RS08115	VWA domain-containing protein	NA	663	NA	Streptomyces glaucescens	Bacteria	Actinobacteria	Streptomyces
SGLAU_RS08110	cobaltochelatase subunit CobN	NA	1220	NA	Streptomyces glaucescens	Bacteria	Actinobacteria	Streptomyces
IN07_RS01375	magnesium chelatase	NA	694	NA	Modestobacter caceresii	Bacteria	Actinobacteria	Modestobacter
IN07_RS04785	cobaltochelatase subunit CobN	NA	1205	NA	Modestobacter caceresii	Bacteria	Actinobacteria	Modestobacter
IN07_RS22800	VWA domain-containing protein	NA	664	NA	Modestobacter caceresii	Bacteria	Actinobacteria	Modestobacter
BRM9_RS09265	magnesium chelatase	NA	351	NA	Methanobacterium formicicum	Archaea	Euryarchaeota	Methanobacterium
BRM9_RS09265_fs_BRM9_RS09260	magnesium chelatase | VWA domain-containing protein	NA	644	-1	Methanobacterium formicicum	Archaea	Euryarchaeota	Methanobacterium
BRM9_RS08565	cobalamin biosynthesis protein CobN	NA	1458	NA	Methanobacterium formicicum	Archaea	Euryarchaeota	Methanobacterium
BRM9_RS08635	hypothetical protein	NA	1474	NA	Methanobacterium formicicum	Archaea	Euryarchaeota	Methanobacterium
BRM9_RS08570	cobalamin biosynthesis protein CobN	NA	1587	NA	Methanobacterium formicicum	Archaea	Euryarchaeota	Methanobacterium
TKV_RS02525_fs_TKV_RS02525	magnesium chelatase | magnesium chelatase	NA	675	-1	Thermoanaerobacter kivui	Bacteria	Firmicutes	Thermoanaerobacter
TKV_RS08070	cobaltochelatase subunit CobN	NA	1251	NA	Thermoanaerobacter kivui	Bacteria	Firmicutes	Thermoanaerobacter
TKV_RS02500	cobaltochelatase subunit CobN	NA	1293	NA	Thermoanaerobacter kivui	Bacteria	Firmicutes	Thermoanaerobacter
TKV_RS04965	hypothetical protein	NA	1209	NA	Thermoanaerobacter kivui	Bacteria	Firmicutes	Thermoanaerobacter
TKV_RS04655	hypothetical protein	NA	1210	NA	Thermoanaerobacter kivui	Bacteria	Firmicutes	Thermoanaerobacter
TKV_RS04955	cobaltochelatase subunit CobN	NA	1297	NA	Thermoanaerobacter kivui	Bacteria	Firmicutes	Thermoanaerobacter
HRUBRA_RS09440	magnesium chelatase subunit H	NA	1243	NA	Pseudohaliea rubra DSM 19751	Bacteria	Proteobacteria	Pseudohaliea
HRUBRA_RS13090	magnesium chelatase ATPase subunit I	NA	342	NA	Pseudohaliea rubra DSM 19751	Bacteria	Proteobacteria	Pseudohaliea
HRUBRA_RS14475	magnesium chelatase	bchD	547	NA	Pseudohaliea rubra DSM 19751	Bacteria	Proteobacteria	Pseudohaliea
N803_RS13770	magnesium chelatase	NA	701	NA	Knoellia subterranea KCTC 19937	Bacteria	Actinobacteria	Knoellia
N803_RS13800	cobaltochelatase subunit CobN	NA	1217	NA	Knoellia subterranea KCTC 19937	Bacteria	Actinobacteria	Knoellia
N802_RS12780	magnesium chelatase	NA	708	NA	Knoellia sinensis KCTC 19936	Bacteria	Actinobacteria	Knoellia
N802_RS12820	cobaltochelatase subunit CobN	NA	1215	NA	Knoellia sinensis KCTC 19936	Bacteria	Actinobacteria	Knoellia
LT39_RS18020	magnesium chelatase	NA	747	NA	Halopiger salifodinae	Archaea	Euryarchaeota	Halopiger
LT39_RS18025	cobaltochelatase subunit CobN	NA	1298	NA	Halopiger salifodinae	Archaea	Euryarchaeota	Halopiger
NH14_RS16090	cobalamin biosynthesis protein CobS	NA	336	NA	Paraburkholderia sacchari	Bacteria	Proteobacteria	Paraburkholderia
NH14_RS16095	cobalt chelatase	NA	580	NA	Paraburkholderia sacchari	Bacteria	Proteobacteria	Paraburkholderia
NH14_RS26755	magnesium chelatase	NA	351	NA	Paraburkholderia sacchari	Bacteria	Proteobacteria	Paraburkholderia
NH14_RS26755_fs_NH14_RS26760	magnesium chelatase | VWA domain-containing protein	NA	583	-1	Paraburkholderia sacchari	Bacteria	Proteobacteria	Paraburkholderia
NH14_RS26750	cobaltochelatase subunit CobN	NA	1267	NA	Paraburkholderia sacchari	Bacteria	Proteobacteria	Paraburkholderia
KR76_RS17065	magnesium chelatase	NA	681	NA	Pimelobacter simplex	Bacteria	Actinobacteria	Pimelobacter
KR76_RS17150	cobaltochelatase subunit CobN	NA	1209	NA	Pimelobacter simplex	Bacteria	Actinobacteria	Pimelobacter
MB27_RS06090	cobaltochelatase subunit CobN	NA	1176	NA	Actinoplanes utahensis	Bacteria	Actinobacteria	Actinoplanes
MB27_RS27885	protoporphyrin IX magnesium chelatase	NA	773	NA	Actinoplanes utahensis	Bacteria	Actinobacteria	Actinoplanes
MB27_RS42160	magnesium chelatase	NA	474	NA	Actinoplanes utahensis	Bacteria	Actinobacteria	Actinoplanes
TR49_RS01220	magnesium chelatase	NA	683	NA	Streptacidiphilus melanogenes	Bacteria	Actinobacteria	Streptacidiphilus
TR49_RS01225	cobaltochelatase subunit CobN	NA	1261	NA	Streptacidiphilus melanogenes	Bacteria	Actinobacteria	Streptacidiphilus
AW38_RS06075	magnesium chelatase	NA	333	NA	Pseudomonas putida	Bacteria	Proteobacteria	Pseudomonas
AW38_RS06075_fs_AW38_RS06080	magnesium chelatase | VWA domain-containing protein	NA	555	-1	Pseudomonas putida	Bacteria	Proteobacteria	Pseudomonas
AW38_RS06070	cobaltochelatase subunit CobN	NA	1252	NA	Pseudomonas putida	Bacteria	Proteobacteria	Pseudomonas
LK06_RS06245	VWA domain-containing protein	NA	668	NA	Streptomyces pluripotens	Bacteria	Actinobacteria	Streptomyces
LK06_RS06240	cobaltochelatase subunit CobN	NA	1214	NA	Streptomyces pluripotens	Bacteria	Actinobacteria	Streptomyces
QQ25_RS13415	hypothetical protein	NA	624	NA	Mycobacterium setense	Bacteria	Actinobacteria	Mycobacterium
QQ25_RS18795	cobaltochelatase subunit CobN	NA	1203	NA	Mycobacterium setense	Bacteria	Actinobacteria	Mycobacterium
QQ25_RS25440	magnesium chelatase	NA	454	NA	Mycobacterium setense	Bacteria	Actinobacteria	Mycobacterium
PL21_RS08525	hypothetical protein	NA	383	NA	Tepidimonas taiwanensis	Bacteria	Proteobacteria	Tepidimonas
PL21_RS08525_fs_PL21_RS08530	hypothetical protein | VWA domain-containing protein	NA	619	-1	Tepidimonas taiwanensis	Bacteria	Proteobacteria	Tepidimonas
PL21_RS08520	cobaltochelatase subunit CobN	NA	1262	NA	Tepidimonas taiwanensis	Bacteria	Proteobacteria	Tepidimonas
NH26_RS05590	VWA domain-containing protein	NA	527	NA	Flammeovirga pacifica	Bacteria	Bacteroidetes	Flammeovirga
NH26_RS05565	cobaltochelatase subunit CobN	NA	1248	NA	Flammeovirga pacifica	Bacteria	Bacteroidetes	Flammeovirga
NH26_RS09985	hypothetical protein	NA	1402	NA	Flammeovirga pacifica	Bacteria	Bacteroidetes	Flammeovirga
NH26_RS24425	MoxR family ATPase	NA	328	NA	Flammeovirga pacifica	Bacteria	Bacteroidetes	Flammeovirga
NJ75_RS00080	cobaltochelatase subunit CobN	NA	1092	NA	Novosphingobium subterraneum	Bacteria	Proteobacteria	Novosphingobium
NJ75_RS01170	cobaltochelatase subunit CobN	NA	1092	NA	Novosphingobium subterraneum	Bacteria	Proteobacteria	Novosphingobium
NJ75_RS03715	cobalamin biosynthesis protein CobS	NA	326	NA	Novosphingobium subterraneum	Bacteria	Proteobacteria	Novosphingobium
NJ75_RS12635	cobaltochelatase subunit CobT	NA	604	NA	Novosphingobium subterraneum	Bacteria	Proteobacteria	Novosphingobium
NJ75_RS17010	magnesium chelatase ATPase subunit I	NA	333	NA	Novosphingobium subterraneum	Bacteria	Proteobacteria	Novosphingobium
NJ75_RS16890	magnesium chelatase subunit H	NA	1212	NA	Novosphingobium subterraneum	Bacteria	Proteobacteria	Novosphingobium
NJ75_RS17005	magnesium chelatase	NA	563	NA	Novosphingobium subterraneum	Bacteria	Proteobacteria	Novosphingobium
QQ91_RS09405	cobaltochelatase subunit CobS	NA	322	NA	Lyngbya confervoides BDU141951	Bacteria	Cyanobacteria	Lyngbya
QQ91_RS10795	magnesium chelatase subunit H	NA	1306	NA	Lyngbya confervoides BDU141951	Bacteria	Cyanobacteria	Lyngbya
QQ91_RS27720	magnesium chelatase ATPase subunit D	NA	654	NA	Lyngbya confervoides BDU141951	Bacteria	Cyanobacteria	Lyngbya
QQ91_RS29095	magnesium chelatase ATPase subunit D	NA	683	NA	Lyngbya confervoides BDU141951	Bacteria	Cyanobacteria	Lyngbya
QQ91_RS25515	cobaltochelatase subunit CobN	NA	1289	NA	Lyngbya confervoides BDU141951	Bacteria	Cyanobacteria	Lyngbya
QQ91_RS23565	magnesium chelatase subunit H	NA	1332	NA	Lyngbya confervoides BDU141951	Bacteria	Cyanobacteria	Lyngbya
QQ91_RS25255	magnesium chelatase ATPase subunit I	NA	365	NA	Lyngbya confervoides BDU141951	Bacteria	Cyanobacteria	Lyngbya
Achr_RS22220	magnesium chelatase	NA	342	NA	Azotobacter chroococcum NCIMB 8003	Bacteria	Proteobacteria	Azotobacter
Achr_RS22220_fs_Achr_RS22225	magnesium chelatase | VWA domain-containing protein	NA	564	-1	Azotobacter chroococcum NCIMB 8003	Bacteria	Proteobacteria	Azotobacter
Achr_RS22215	cobaltochelatase subunit CobN	NA	1247	NA	Azotobacter chroococcum NCIMB 8003	Bacteria	Proteobacteria	Azotobacter
SNOD_RS08190	VWA domain-containing protein	NA	700	NA	Streptomyces nodosus	Bacteria	Actinobacteria	Streptomyces
SNOD_RS08185	cobaltochelatase subunit CobN	NA	1216	NA	Streptomyces nodosus	Bacteria	Actinobacteria	Streptomyces
GFER_RS08620	hypothetical protein	NA	394	NA	Geoalkalibacter ferrihydriticus DSM 17813	Bacteria	Proteobacteria	Geoalkalibacter
GFER_RS08620_fs_GFER_RS08615	hypothetical protein | hypothetical protein	NA	661	-1	Geoalkalibacter ferrihydriticus DSM 17813	Bacteria	Proteobacteria	Geoalkalibacter
BN1188_RS18560	magnesium chelatase	NA	331	NA	Pseudomonas massiliensis	Bacteria	Proteobacteria	Pseudomonas
BN1188_RS18560_fs_BN1188_RS18565	magnesium chelatase | VWA domain-containing protein	NA	551	-1	Pseudomonas massiliensis	Bacteria	Proteobacteria	Pseudomonas
BN1188_RS18555	cobaltochelatase subunit CobN	NA	1258	NA	Pseudomonas massiliensis	Bacteria	Proteobacteria	Pseudomonas
LP52_RS21945	magnesium chelatase	NA	711	NA	Streptomonospora alba	Bacteria	Actinobacteria	Streptomonospora
LP52_RS21905	cobaltochelatase subunit CobN	NA	1257	NA	Streptomonospora alba	Bacteria	Actinobacteria	Streptomonospora
SLNWT_RS27755	VWA domain-containing protein	NA	692	NA	Streptomyces albus	Bacteria	Actinobacteria	Streptomyces
SLNWT_RS15790	cobaltochelatase subunit CobN	NA	1206	NA	Streptomyces albus	Bacteria	Actinobacteria	Streptomyces
GSUB_RS07835	magnesium chelatase	NA	390	NA	Geoalkalibacter subterraneus	Bacteria	Proteobacteria	Geoalkalibacter
GSUB_RS07835_fs_GSUB_RS07840	magnesium chelatase | hypothetical protein	NA	665	-1	Geoalkalibacter subterraneus	Bacteria	Proteobacteria	Geoalkalibacter
SD80_RS08085	magnesium chelatase subunit H	NA	1329	NA	Scytonema tolypothrichoides VB-61278	Bacteria	Cyanobacteria	Scytonema
SD80_RS20155	magnesium chelatase ATPase subunit D	NA	705	NA	Scytonema tolypothrichoides VB-61278	Bacteria	Cyanobacteria	Scytonema
SD80_RS20875	magnesium chelatase ATPase subunit I	NA	373	NA	Scytonema tolypothrichoides VB-61278	Bacteria	Cyanobacteria	Scytonema
SD80_RS22890	cobaltochelatase subunit CobN	NA	1310	NA	Scytonema tolypothrichoides VB-61278	Bacteria	Cyanobacteria	Scytonema
SD80_RS22165	magnesium chelatase subunit H	NA	1251	NA	Scytonema tolypothrichoides VB-61278	Bacteria	Cyanobacteria	Scytonema
SVTN_RS08945	VWA domain-containing protein	NA	676	NA	Streptomyces vietnamensis	Bacteria	Actinobacteria	Streptomyces
SVTN_RS18095	cobaltochelatase subunit CobN	NA	1197	NA	Streptomyces vietnamensis	Bacteria	Actinobacteria	Streptomyces
RR42_RS20565	cobaltochelatase subunit CobN	NA	1347	NA	Cupriavidus basilensis	Bacteria	Proteobacteria	Cupriavidus
RR42_RS32325	magnesium chelatase	NA	354	NA	Cupriavidus basilensis	Bacteria	Proteobacteria	Cupriavidus
RR42_RS32325_fs_RR42_RS32320	magnesium chelatase | VWA domain-containing protein	NA	579	-1	Cupriavidus basilensis	Bacteria	Proteobacteria	Cupriavidus
RR42_RS32330	cobaltochelatase subunit CobN	NA	1273	NA	Cupriavidus basilensis	Bacteria	Proteobacteria	Cupriavidus
RR42_RS33770	cobalamin biosynthesis protein CobS	NA	325	NA	Cupriavidus basilensis	Bacteria	Proteobacteria	Cupriavidus
RR42_RS32340	hypothetical protein	NA	1368	NA	Cupriavidus basilensis	Bacteria	Proteobacteria	Cupriavidus
RR42_RS33765	cobalt chelatase	NA	573	NA	Cupriavidus basilensis	Bacteria	Proteobacteria	Cupriavidus
jaqu_RS02335	cobaltochelatase subunit CobS	NA	328	NA	Jannaschia aquimarina	Bacteria	Proteobacteria	Jannaschia
jaqu_RS02345	cobaltochelatase subunit CobT	NA	623	NA	Jannaschia aquimarina	Bacteria	Proteobacteria	Jannaschia
jaqu_RS15825	magnesium chelatase	NA	332	NA	Jannaschia aquimarina	Bacteria	Proteobacteria	Jannaschia
jaqu_RS15900	magnesium chelatase subunit H	bchH	1168	NA	Jannaschia aquimarina	Bacteria	Proteobacteria	Jannaschia
jaqu_RS15830	hypothetical protein	NA	514	NA	Jannaschia aquimarina	Bacteria	Proteobacteria	Jannaschia
X474_RS14545	cobaltochelatase subunit CobN	NA	1240	NA	Dethiosulfatarculus sandiegensis	Bacteria	Proteobacteria	Dethiosulfatarculus
X474_RS18340	magnesium chelatase	NA	697	NA	Dethiosulfatarculus sandiegensis	Bacteria	Proteobacteria	Dethiosulfatarculus
X474_RS18355	cobaltochelatase subunit CobN	NA	1238	NA	Dethiosulfatarculus sandiegensis	Bacteria	Proteobacteria	Dethiosulfatarculus
X474_RS18375	hypothetical protein	NA	1238	NA	Dethiosulfatarculus sandiegensis	Bacteria	Proteobacteria	Dethiosulfatarculus
X474_RS18345	magnesium chelatase	NA	344	NA	Dethiosulfatarculus sandiegensis	Bacteria	Proteobacteria	Dethiosulfatarculus
X474_RS22460	hypothetical protein	NA	675	NA	Dethiosulfatarculus sandiegensis	Bacteria	Proteobacteria	Dethiosulfatarculus
X474_RS22455	magnesium chelatase	NA	343	NA	Dethiosulfatarculus sandiegensis	Bacteria	Proteobacteria	Dethiosulfatarculus
X474_RS24090	cobaltochelatase subunit CobN	NA	1290	NA	Dethiosulfatarculus sandiegensis	Bacteria	Proteobacteria	Dethiosulfatarculus
SP67_RS12735	magnesium chelatase ATPase subunit D	NA	677	NA	Mastigocladus laminosus UU774	Bacteria	Cyanobacteria	Mastigocladus
SP67_RS16575	magnesium chelatase subunit H	NA	1304	NA	Mastigocladus laminosus UU774	Bacteria	Cyanobacteria	Mastigocladus
SP67_RS17660	magnesium chelatase subunit H	NA	1240	NA	Mastigocladus laminosus UU774	Bacteria	Cyanobacteria	Mastigocladus
TS85_RS22870	magnesium chelatase	NA	321	NA	Sphingomonas hengshuiensis	Bacteria	Proteobacteria	Sphingomonas
TS85_RS01240	cobaltochelatase subunit CobT	NA	609	NA	Sphingomonas hengshuiensis	Bacteria	Proteobacteria	Sphingomonas
TS85_RS23000	magnesium chelatase subunit H	NA	1189	NA	Sphingomonas hengshuiensis	Bacteria	Proteobacteria	Sphingomonas
TS85_RS01230	cobaltochelatase subunit CobS	NA	334	NA	Sphingomonas hengshuiensis	Bacteria	Proteobacteria	Sphingomonas
TS85_RS05265	cobalt chelatase	NA	1244	NA	Sphingomonas hengshuiensis	Bacteria	Proteobacteria	Sphingomonas
TS85_RS22875	magnesium chelatase	NA	601	NA	Sphingomonas hengshuiensis	Bacteria	Proteobacteria	Sphingomonas
MA05_RS09440	magnesium chelatase	NA	310	NA	Comamonas aquatica	Bacteria	Proteobacteria	Comamonas
MA05_RS09440_fs_MA05_RS09445	magnesium chelatase | VWA domain-containing protein	NA	533	-1	Comamonas aquatica	Bacteria	Proteobacteria	Comamonas
MA05_RS09435	cobaltochelatase subunit CobN	NA	1275	NA	Comamonas aquatica	Bacteria	Proteobacteria	Comamonas
OO17_RS00830	cobaltochelatase subunit CobT	NA	632	NA	Rhodopseudomonas palustris	Bacteria	Proteobacteria	Rhodopseudomonas
OO17_RS00845	cobaltochelatase subunit CobS	NA	331	NA	Rhodopseudomonas palustris	Bacteria	Proteobacteria	Rhodopseudomonas
OO17_RS05660	magnesium chelatase subunit H	NA	1250	NA	Rhodopseudomonas palustris	Bacteria	Proteobacteria	Rhodopseudomonas
OO17_RS06020	cobaltochelatase subunit CobN	NA	1235	NA	Rhodopseudomonas palustris	Bacteria	Proteobacteria	Rhodopseudomonas
OO17_RS23260	magnesium chelatase	NA	574	NA	Rhodopseudomonas palustris	Bacteria	Proteobacteria	Rhodopseudomonas
OO17_RS23255	magnesium chelatase ATPase subunit I	NA	340	NA	Rhodopseudomonas palustris	Bacteria	Proteobacteria	Rhodopseudomonas
N826_RS00170	cobaltochelatase subunit CobN	NA	1246	NA	Skermanella aerolata KACC 11604	Bacteria	Proteobacteria	Skermanella
N826_RS11120	cobaltochelatase subunit CobT	NA	629	NA	Skermanella aerolata KACC 11604	Bacteria	Proteobacteria	Skermanella
N826_RS11115	cobaltochelatase subunit CobS	NA	332	NA	Skermanella aerolata KACC 11604	Bacteria	Proteobacteria	Skermanella
N826_RS23380	magnesium chelatase subunit H	NA	1272	NA	Skermanella aerolata KACC 11604	Bacteria	Proteobacteria	Skermanella
N826_RS37195	magnesium chelatase	bchD	583	NA	Skermanella aerolata KACC 11604	Bacteria	Proteobacteria	Skermanella
N826_RS37190	magnesium chelatase ATPase subunit I	NA	360	NA	Skermanella aerolata KACC 11604	Bacteria	Proteobacteria	Skermanella
YC6258_RS00445	hypothetical protein	NA	563	NA	Gynuella sunshinyii YC6258	Bacteria	Proteobacteria	Gynuella
YC6258_RS00510	cobaltochelatase subunit CobN	NA	1288	NA	Gynuella sunshinyii YC6258	Bacteria	Proteobacteria	Gynuella
AXFE_RS04090	magnesium chelatase	NA	469	NA	Acidithrix ferrooxidans	Bacteria	Actinobacteria	Acidithrix
AXFE_RS04840	hypothetical protein	NA	687	NA	Acidithrix ferrooxidans	Bacteria	Actinobacteria	Acidithrix
AXFE_RS04845	cobaltochelatase subunit CobN	NA	1180	NA	Acidithrix ferrooxidans	Bacteria	Actinobacteria	Acidithrix
UH38_RS03280	magnesium chelatase ATPase subunit I	NA	368	NA	Aliterella atlantica CENA595	Bacteria	Cyanobacteria	Aliterella
UH38_RS04835	cobaltochelatase subunit CobN	NA	1252	NA	Aliterella atlantica CENA595	Bacteria	Cyanobacteria	Aliterella
UH38_RS09405	magnesium chelatase subunit H	NA	1328	NA	Aliterella atlantica CENA595	Bacteria	Cyanobacteria	Aliterella
UH38_RS18395	magnesium chelatase ATPase subunit D	NA	649	NA	Aliterella atlantica CENA595	Bacteria	Cyanobacteria	Aliterella
UH38_RS22355	magnesium chelatase subunit H	NA	1205	NA	Aliterella atlantica CENA595	Bacteria	Cyanobacteria	Aliterella
MVIS_RS23660	hypothetical protein	NA	366	NA	Moritella viscosa	Bacteria	Proteobacteria	Moritella
MVIS_RS23660_fs_MVIS_RS23655	hypothetical protein | hypothetical protein	NA	579	-1	Moritella viscosa	Bacteria	Proteobacteria	Moritella
MVIS_RS18640	cobaltochelatase subunit CobN	NA	1312	NA	Moritella viscosa	Bacteria	Proteobacteria	Moritella
BW23_RS15320	magnesium chelatase	NA	360	NA	Burkholderia ubonensis MSMB22	Bacteria	Proteobacteria	Burkholderia
BW23_RS15320_fs_BW23_RS15315	magnesium chelatase | magnesium chelatase	NA	582	-1	Burkholderia ubonensis MSMB22	Bacteria	Proteobacteria	Burkholderia
BW23_RS15325	cobaltochelatase subunit CobN	NA	1267	NA	Burkholderia ubonensis MSMB22	Bacteria	Proteobacteria	Burkholderia
BM43_RS16465	cobalamin biosynthesis protein CobT	NA	600	NA	Burkholderia gladioli	Bacteria	Proteobacteria	Burkholderia
BM43_RS32960	magnesium chelatase	NA	369	NA	Burkholderia gladioli	Bacteria	Proteobacteria	Burkholderia
BM43_RS32960_fs_BM43_RS32965	magnesium chelatase | VWA domain-containing protein	NA	594	-1	Burkholderia gladioli	Bacteria	Proteobacteria	Burkholderia
BM43_RS32955	cobaltochelatase subunit CobN	NA	1300	NA	Burkholderia gladioli	Bacteria	Proteobacteria	Burkholderia
UG56_RS04305	magnesium chelatase	NA	467	NA	Nocardioides luteus	Bacteria	Actinobacteria	Nocardioides
UG56_RS18960	VWA domain-containing protein	NA	673	NA	Nocardioides luteus	Bacteria	Actinobacteria	Nocardioides
UG56_RS19025	cobaltochelatase subunit CobN	NA	1198	NA	Nocardioides luteus	Bacteria	Actinobacteria	Nocardioides
WH85_RS16970	cobaltochelatase subunit CobN	NA	1179	NA	Actinoplanes rectilineatus	Bacteria	Actinobacteria	Actinoplanes
WH85_RS31925	protoporphyrin IX magnesium chelatase	NA	745	NA	Actinoplanes rectilineatus	Bacteria	Actinobacteria	Actinoplanes
WH85_RS37245	magnesium chelatase	NA	474	NA	Actinoplanes rectilineatus	Bacteria	Actinobacteria	Actinoplanes
TU34_RS08605	magnesium chelatase	NA	689	NA	Williamsia herbipolensis	Bacteria	Actinobacteria	Williamsia
