dir_name	evalue_chlI_bchI	evalue_chlD_bchD	evalue_chlH_bchH	evalue_cobN	evalue_cobS	evalue_cobT	evalue_bchE	evalue_chlB_bchB	evalue_chlG_bchG	evalue_chlL_bchL	evalue_chlM_bchM	evalue_chlN_bchN	evalue_cobD_cobC	evalue_cobO	evalue_cobP_cobU	evalue_cobQ	evalue_cobV_cobS	evalue_cysG_cobA
Streptomyces_atratus	1	6.66983e-111	1	0	3.50403e-11	1	1	1	1	1.47215e-13	1.08261e-14	1	1.82605e-88	1.40078e-97	2.51202e-41	9.98233e-168	3.52601e-29	2.50391e-149
Belnapia_moabensis_DSM_16746	1.98927e-152	2.02826e-95	0	3.23971e-149	0	0	8.38129e-120	0	1.0061e-126	8.44043e-168	2.74755e-75	0	4.953e-76	4.9709e-83	5.51354e-61	0	2.21122e-25	2.83904e-65
Ferrimicrobium_acidiphilum_DSM_19497	5.89549e-128	3.16277e-49	1	0	1	1	1	1	1	2.37311e-13	5.1959e-13	1	7.25626e-53	2.00171e-54	1.41309e-32	1.56282e-103	1.33601e-15	3.32788e-58
Edaphobacter_aggregans_DSM_19364	1.13354e-07	2.54999e-50	1	0	1	1	4.4866e-38	1	3.77617e-12	1.03631e-12	1.79243e-16	1	1.30653e-48	7.63124e-53	2.14052e-43	2.2389e-127	8.97153e-24	1.0077e-54
Thermodesulfobacterium_hydrogeniphilum	5.01686e-130	2.00909e-78	1	0	1	1	1.19892e-46	1	1	1	5.17294e-17	1	6.79313e-52	2.62634e-40	1.76215e-46	3.42467e-131	1.23074e-22	3.07962e-88
Treponema_putidum	9.18967e-94	6.36624e-72	1	1	1	1	1	1	1	1	2.19491e-15	1	1.01942e-43	2.16686e-45	1	1.23731e-83	1.00877e-21	4.99683e-41
Halococcus_sediminicola	1	6.20953e-64	1	0	1	1	1	1	5.24618e-23	1	3.65157e-14	1	1.89672e-37	5.91441e-28	1	6.26887e-72	6.3181e-28	1.93283e-70
Corynebacterium_freneyi_DNF00450	1	1.44919e-80	1	0	1	1	1	1	1	6.47057e-12	1.04736e-15	1	6.2712e-84	1	1	8.55467e-136	5.03467e-24	3.80621e-96
Halomonas_xinjiangensis	1	1.25185e-60	1	0	1	1	1	1	1	1	1.27476e-14	1	7.44813e-50	8.30345e-94	3.00132e-29	0	3.03351e-30	9.36464e-69
Pseudomonas_lutea	1	8.4537e-55	1	0	1	1	1	1	1	1	3.85241e-14	1	2.57523e-142	2.25595e-115	6.61944e-85	0	9.24554e-87	4.05581e-74
Mycobacterium_kyorinense	0	8.71459e-80	1	0	1	1	1	1	1	1.13839e-12	4.25839e-16	1	1.80397e-139	4.35779e-131	1	2.37038e-149	2.18614e-97	0
Prochlorococcus_marinus_str_MIT_9107	0	0	0	0	1	1	2.77673e-108	0	1.15586e-154	6.6212e-159	1.7247e-74	1.31852e-169	5.48629e-34	4.31802e-67	7.43584e-27	1.31226e-108	4.16097e-14	6.96333e-73
Tolypothrix_bouteillei_VB521301	0	0	0	0	1	1	5.08804e-118	0	0	0	7.55458e-125	0	3.30435e-42	1.61444e-76	4.99636e-33	2.39204e-135	7.62572e-17	7.1606e-73
Rhodococcus_fascians_A44A	0	1.71031e-97	1	0	1	1	1	1	1	1	1.9218e-16	1	2.13434e-111	7.86487e-120	1	5.06459e-151	5.09835e-54	0
Pseudomonas_rhizosphaerae	1	9.58791e-57	1	0	1	1	1	1	1	1	2.1388e-13	1	2.58168e-140	2.00358e-117	8.35013e-84	0	4.54874e-85	2.50766e-75
Streptomyces_glaucescens	1	4.07655e-38	1	0	1	1	4.13605e-37	1	1	1	4.93701e-15	1	5.13018e-96	3.95413e-95	3.7573e-41	1.56867e-166	2.09358e-30	6.01942e-154
Modestobacter_caceresii	1.59137e-176	9.7751e-69	1	0	1	1	1	1	1	1	9.58796e-15	1	1.66674e-98	2.73978e-105	2.4942e-43	5.68346e-174	3.70359e-27	7.85334e-139
Methanobacterium_formicicum	1	7.49577e-106	1.35098e-126	7.6995e-116	1	1	1.18678e-74	9.77267e-18	3.10232e-20	1.01584e-60	2.57388e-17	1	1.06277e-62	1	1	2.79558e-152	1.44009e-46	8.08079e-86
Thermoanaerobacter_kivui	1	4.39799e-132	0	0	1	1	1.18736e-24	1	1	1	1	1	2.38002e-55	5.2188e-40	1.34448e-52	2.41675e-139	5.55013e-23	3.4989e-78
Pseudohaliea_rubra_DSM_19751	7.35864e-145	2.49712e-83	0	1	1	1	0	0	2.19082e-121	2.87936e-159	2.04643e-72	0	2.76599e-19	1.59355e-74	1	1	1	7.21482e-74
Knoellia_subterranea_KCTC_19937	1	5.74774e-70	1	0	1	1	1	1	1	1.65076e-15	8.93956e-14	1	4.06825e-78	1.21548e-97	2.75125e-50	4.89837e-160	5.60617e-33	9.6083e-84
Knoellia_sinensis_KCTC_19936	1	4.23226e-28	1	0	1	1	1	1	1	1	5.36557e-14	1	1.94379e-74	2.14054e-97	2.53888e-50	2.19042e-159	3.56993e-32	6.96779e-79
Halopiger_salifodinae	1	6.86321e-64	1	0	1	1	1	1	5.66164e-21	1	2.12158e-12	1	1.34239e-38	1.23817e-27	1	1.20467e-99	2.1008e-24	2.91861e-71
Paraburkholderia_sacchari	1	1.06942e-63	1	0	4.46116e-168	1.01899e-81	3.44252e-36	1	1	1	2.05704e-17	1	2.8089e-105	1.32563e-77	1.26144e-45	0	4.38328e-28	1.48121e-75
Pimelobacter_simplex	0	1.67402e-91	1	0	1	1	1	1	1	1	8.2236e-13	1	2.29791e-88	3.05921e-102	2.93332e-64	0	2.35552e-28	1.02122e-136
Actinoplanes_utahensis	0	1.35013e-64	1	0	1	1	1.52472e-15	1	1.54741e-15	1.05828e-13	8.66471e-16	1	9.84802e-85	3.07871e-95	1	9.18664e-175	1.99048e-40	1.80764e-130
Streptacidiphilus_melanogenes	4.68866e-12	1.31252e-36	1	0	1	1	1	1	5.83049e-20	5.68618e-14	1.60258e-16	1	6.33435e-86	3.06683e-101	5.84131e-47	1.52822e-175	1.78026e-27	6.35923e-165
Pseudomonas_putida	1	1.2211e-56	1	0	1	1	1	1	1	1	4.31918e-14	1	4.23642e-144	1.93973e-118	2.03002e-84	0	3.19396e-95	4.55736e-134
Streptomyces_pluripotens	1	2.46944e-73	1	0	1	1	3.32495e-33	1	1	1	1.04524e-16	1	6.07222e-94	2.08204e-96	1.30794e-40	7.86926e-168	2.42259e-29	1.13088e-152
Mycobacterium_setense	0	2.61741e-87	1	0	1	1	1	1	1	4.70494e-12	3.20197e-15	1	7.84454e-129	2.63466e-123	1	8.10396e-158	1.16058e-84	0
Tepidimonas_taiwanensis	1	5.46168e-58	1	0	1	1	1	1	1	2.02974e-12	7.84347e-17	1	9.15981e-45	8.56826e-51	1.38706e-41	1.4513e-113	4.32722e-26	5.51603e-44
Flammeovirga_pacifica	9.7071e-14	1.34071e-52	1.91888e-124	0	1	1	1	1	2.81191e-15	1	1	1	5.46547e-50	1	9.13878e-45	3.62253e-128	9.40289e-27	5.29259e-71
Novosphingobium_subterraneum	6.27721e-145	1.89261e-86	0	4.54134e-145	8.5835e-177	0	5.81444e-113	0	5.29667e-123	4.5588e-169	1.60788e-67	0	1.79659e-54	8.48775e-102	1.69163e-69	0	5.12293e-25	4.75371e-61
Lyngbya_confervoides_BDU141951	0	0	0	0	0	1	0	0	0	0	1.64669e-118	0	1.60404e-81	2.03355e-82	2.17795e-38	4.19432e-133	1.47704e-16	1.09006e-149
Azotobacter_chroococcum_NCIMB_8003	1	2.95006e-63	1	0	1	1	1	3.82953e-21	1	4.388e-53	6.48333e-16	1	3.63397e-123	2.42881e-126	5.16582e-89	0	6.46702e-86	3.28725e-137
Streptomyces_nodosus	1	7.2489e-74	1	0	1	1	1	1	1	1	1.189e-13	1	2.17123e-92	9.30164e-96	2.91564e-41	3.11247e-163	1	8.55995e-148
Geoalkalibacter_ferrihydriticus_DSM_17813	1	1.32686e-71	1	1	1	1	4.48572e-40	3.19519e-13	1	1.19476e-55	7.80251e-14	1	4.5629e-55	7.16492e-46	4.77939e-55	4.98016e-150	1.30591e-24	2.5221e-82
Pseudomonas_massiliensis	1	4.05372e-57	1	0	1	1	1	1	1	1	5.16964e-16	1	8.50751e-133	7.36367e-111	1.14286e-72	0	6.62223e-74	1.35471e-75
Streptomonospora_alba	0	1.56722e-65	1	0	1	1	1	1	1	1.33723e-13	3.95494e-17	1	7.66619e-92	1.06975e-94	1.73632e-43	5.56805e-169	2.1271e-26	7.48194e-141
Streptomyces_albus	1	5.95767e-73	1	0	1	1	1	1	1	1	3.83241e-15	1	7.45426e-94	1.06494e-95	6.47101e-38	7.06997e-167	1.39481e-26	1.10674e-147
Geoalkalibacter_subterraneus	1	1.18858e-71	1	1	1	1	2.1427e-21	1	1	1	1	1	5.31705e-52	3.0155e-46	1.4923e-29	1.41754e-124	9.63875e-23	1.50369e-74
Scytonema_tolypothrichoides_VB_61278	0	0	0	0	1	1	1.09091e-114	0	0	0	3.46177e-125	0	2.76029e-42	4.88549e-75	1.36069e-30	2.51214e-136	9.1919e-19	1.53868e-74
Streptomyces_vietnamensis	1	1.7563e-39	1	0	1	1	1	1	1	1	4.70986e-17	1	2.62503e-94	4.30246e-94	2.03837e-39	8.41528e-172	9.7373e-29	6.24696e-154
Cupriavidus_basilensis	1	4.63095e-76	1	0	1.74986e-164	6.8483e-80	1.38912e-32	1	1	1	1	1	1.20844e-102	3.79115e-110	7.61985e-49	0	1.53699e-34	2.6839e-58
Jannaschia_aquimarina	4.49463e-174	2.43424e-76	0	1	0	0	1.64005e-106	0	6.40844e-142	0	6.18534e-82	0	3.13314e-52	1	3.13649e-46	1	1.90012e-39	2.339e-54
Dethiosulfatarculus_sandiegensis	5.51733e-120	3.88184e-111	1	0	1	1	7.1022e-22	1	1	6.4962e-14	1.36302e-15	1	1.26371e-55	1.76877e-37	7.42335e-55	1	2.11979e-26	7.51685e-77
Mastigocladus_laminosus_UU774	1	0	0	1	1	1	0	0	0	0	5.17687e-124	0	9.6553e-42	8.48049e-81	5.05716e-32	1	8.40907e-18	3.58714e-76
Sphingomonas_hengshuiensis	3.94897e-137	6.69998e-48	0	1	0	0	1.53071e-116	0	2.26229e-123	3.73657e-168	2.38187e-64	0	1	1	1	1	1	5.83268e-65
Comamonas_aquatica	1	3.71534e-52	1	0	1	1	1	1	1	1	3.96801e-16	1	1.00268e-37	1.30704e-66	1	1.07327e-112	3.65819e-20	4.80065e-21
Rhodopseudomonas_palustris	7.54057e-149	8.83992e-97	0	0	0	0	0	0	4.24121e-116	1.16398e-121	1.62706e-47	0	2.14118e-94	2.51084e-77	7.44143e-67	0	1.24115e-29	8.48824e-59
Skermanella_aerolata_KACC_11604	2.08423e-151	7.22802e-108	0	0	0	0	0	0	4.41201e-125	2.80867e-165	4.14872e-73	0	3.11519e-90	5.63346e-107	1.47228e-81	0	2.27797e-24	4.76223e-128
Gynuella_sunshinyii_YC6258	1	3.39301e-53	1	0	1	1	1	1	1	1.11008e-53	4.08543e-16	1	7.60851e-89	1.52791e-76	1.54385e-48	1.26412e-121	2.10139e-28	3.71819e-74
Acidithrix_ferrooxidans	3.6491e-128	2.8715e-43	1	0	1	1	4.81093e-12	1	6.41021e-12	2.05139e-13	5.05389e-14	1	1.95247e-46	9.51257e-52	1.51279e-23	1.13418e-112	1	4.2125e-62
Aliterella_atlantica_CENA595	0	0	0	0	1	1	4.69792e-113	0	8.65758e-16	0	8.49143e-118	0	1.01089e-40	8.72272e-84	1.17328e-32	8.79132e-133	1.02581e-18	2.42659e-73
Moritella_viscosa	1	5.92311e-54	1	0	1	1	1	1	1	1	4.13733e-14	1	5.00061e-78	1.47152e-70	1.77798e-52	1.07467e-113	1.38582e-29	8.91957e-73
Burkholderia_ubonensis_MSMB22	1	1.46177e-54	1	0	1	1	1.22637e-29	1	1	1	1.48108e-16	1	1.57191e-98	1.02948e-76	1.34037e-51	0	4.43241e-30	5.09843e-82
Burkholderia_gladioli	1	2.94045e-58	1	0	1	5.54869e-38	1.02065e-29	1	1	1	1.053e-16	1	1.66246e-104	9.85746e-82	2.29544e-48	0	1	6.49987e-81
Nocardioides_luteus	0	2.32414e-33	1	0	1	1	1	1	9.01519e-15	9.50853e-16	7.35991e-14	1	3.96957e-93	4.9246e-102	1.59257e-70	0	1.52759e-29	4.8889e-130
Actinoplanes_rectilineatus	0	4.0336e-66	1	0	1	1	2.24877e-39	1	1	1.05828e-13	2.09149e-15	1	9.60516e-92	1.65584e-95	1	6.70629e-175	5.55229e-40	1.21101e-130
Williamsia_herbipolensis	0	1.78241e-55	1	0	1	1	1	1	1	3.22381e-12	1.25024e-13	1	2.52917e-100	6.58389e-108	1	1.31987e-142	7.55499e-44	1.88273e-170
Nitriliruptor_alkaliphilus_DSM_45188	3.47655e-147	1.5657e-66	1	0	1	1	1	1	1	1	2.45146e-14	1	5.34472e-92	5.57542e-79	5.12344e-30	2.10672e-142	1.62959e-26	4.03428e-69
Methanosarcina_thermophila_TM_1	1	2.02987e-137	8.52623e-179	5.7723e-126	1	1	2.50904e-22	2.23473e-20	2.086e-22	4.94311e-62	1.52512e-13	1	8.11598e-52	1	1	5.96315e-119	9.37252e-35	1.70383e-78
Methanosarcina_vacuolata_Z_761	1	2.82764e-139	0	7.73906e-135	1	1	1.55254e-33	3.73516e-22	9.23282e-27	1.11596e-62	5.58415e-16	1	3.3799e-51	2.40533e-39	1	1.13524e-118	1.79498e-33	2.8825e-77
Methanosarcina_barkeri_MS	1	3.01382e-139	0	1.22315e-131	1	1	4.64319e-21	2.6047e-21	2.55319e-23	2.01971e-58	3.90462e-15	1	1.01009e-51	9.02185e-38	1	5.04371e-118	7.87359e-32	3.63708e-79
Methanosarcina_siciliae_T4_M	1	7.87488e-52	0	3.35243e-162	1	1	6.84234e-23	9.67394e-22	2.84641e-22	7.84303e-59	9.52619e-15	1	2.36394e-54	1.163e-38	1	3.63931e-116	1.30686e-31	2.73523e-75
Methanosarcina_mazei_S_6	1	1.03283e-137	4.2772e-179	6.67139e-128	1	1	4.48409e-27	1.47801e-21	3.19534e-22	1.71085e-58	1	1	1.50594e-53	2.50914e-37	1	3.68964e-117	5.79948e-34	8.66605e-77
Methanosarcina_lacustris_Z_7289	1	1.56441e-79	1	1.21148e-175	1	1	4.27632e-21	1.20777e-18	4.80253e-23	8.11407e-54	7.63668e-15	1	7.50622e-52	1	1	1.68185e-116	1.45456e-31	1.54133e-77
Methanosarcina_horonobensis_HB_1_JCM_15518	1	2.342e-138	2.16572e-180	5.96902e-127	1	1	1.45648e-36	8.72745e-19	7.80295e-23	1.23427e-57	1.101e-15	1	3.58516e-53	1.11056e-39	1	7.33304e-118	6.90208e-35	7.53179e-77
Methanosarcina_barkeri_3	1	5.17074e-138	1.00927e-176	3.26719e-129	1	1	1.50814e-20	5.5943e-23	1.52671e-23	2.34669e-62	1.82721e-15	1	1.42444e-51	1	1	1.96217e-118	3.61967e-33	2.31335e-76
Robbsia_andropogonis	1	7.91997e-51	1	0	1	2.80025e-28	1	1	1	1	4.12156e-16	1	3.73899e-89	1.55292e-81	2.11569e-34	0	4.51987e-25	2.03398e-76
Limnoraphis_robusta_CS_951	0	0	0	0	1	1	1.23857e-116	0	6.55475e-16	0	3.40326e-124	0	1.02111e-42	1	1.31555e-40	1.64576e-136	6.02641e-17	2.94848e-79
Polynucleobacter_duraquae	2.1811e-138	3.00365e-57	0	1	1	1	6.8447e-118	0	1.32016e-108	3.40612e-163	1.74354e-72	2.34223e-176	1.90611e-22	1	1	1	1	4.29954e-52
Cupriavidus_pauculus	1	8.38753e-58	1	7.76249e-125	1	1	4.21392e-31	1	1	4.3646e-12	4.33084e-15	1	1.35469e-94	9.90423e-107	2.83487e-47	0	2.7972e-28	4.04432e-56
Corynebacterium_kutscheri	1	7.70276e-57	1	0	1	1	1	1	1	1	2.76574e-17	1	4.68624e-84	1.31234e-110	1	1.48708e-151	2.26998e-19	4.78995e-72
Rhodococcus_aetherivorans	0	1.97289e-58	1	0	1	1	1	1	1	1	7.95926e-16	1	8.20063e-86	7.85345e-107	1.25072e-49	0	3.40353e-52	0
Mycobacterium_elephantis	0	6.54356e-89	1	0	1	1	1	1	1	7.15329e-13	6.21628e-15	1	1.74689e-134	6.86929e-126	1	1.36968e-154	1	0
Geoglobus_ahangari	1	2.58695e-102	1	1	1	1	8.87674e-63	1	1.00301e-20	1	1.27741e-15	1	3.2597e-57	1	1	1.14826e-110	1	5.66588e-81
Silvibacterium_bohemicum	1	5.32871e-67	1	0	1	1	2.33767e-38	1	1	1.3483e-15	2.203e-13	1	6.07179e-50	1	4.16011e-46	3.41542e-133	1.46375e-26	1.96257e-48
Streptomyces_leeuwenhoekii	1	6.63404e-38	1	0	1	1	2.0854e-24	1	1	4.2835e-09	1.05624e-17	1	1.76082e-93	6.17708e-95	5.74e-38	2.17392e-167	2.48987e-32	6.71381e-153
Corynebacterium_mustelae	1	5.3428e-81	1	0	1	1	1	1	1	1	1.72614e-14	1	1.05792e-81	3.5473e-111	1	2.9298e-140	3.21053e-20	3.88054e-79
Corynebacterium_epidermidicanis	1	3.50473e-50	1	0	1	1	1	1	1	1	8.66115e-15	1	6.57501e-87	6.11561e-103	1	3.55715e-134	4.77428e-26	4.72775e-85
Erythrobacter_marinus	4.09598e-138	8.60046e-92	0	1	5.95171e-178	0	2.53554e-114	0	6.27256e-125	1.48679e-170	1.07594e-68	0	1	1	1	1	1	1.32373e-62
Rubrobacter_aplysinae	1	2.15034e-77	1	0	1	1	1	7.70743e-56	1	4.90598e-14	2.8579e-16	3.56857e-52	4.98031e-61	6.26695e-73	2.30957e-38	1.16084e-148	2.14539e-22	9.26002e-77
Herbaspirillum_seropedicae	1	4.34454e-110	1	0	1	1	1.40524e-23	1	1	8.34927e-50	6.85892e-16	1	7.30261e-111	3.38644e-69	1.10428e-49	0	8.88317e-23	5.43631e-62
Mycobacterium_chlorophenolicum	0	2.59912e-52	1	0	1	1	1	1	1	5.21377e-13	1.58568e-15	1	1.05932e-137	3.2432e-122	4.6057e-87	0	2.04196e-62	0
Mycobacterium_obuense	0	4.93107e-33	1	0	1	1	1	1	1	4.18847e-13	7.81875e-15	1	8.12136e-129	1.21491e-120	1.42194e-89	0	3.19515e-85	0
Tetrasphaera_japonica_T1_X7	0	1.64282e-65	1	0	1	1	1	1	1	1	1.41934e-13	1	9.13111e-84	3.96397e-100	1	0	5.34565e-30	1.24266e-78
Mycobacterium_aurum	0	1.51094e-84	1	0	1	1	1	1	1	9.31676e-12	1.97406e-17	1	2.466e-124	3.00465e-122	7.53989e-85	0	3.86971e-86	0
Nereida_ignava	0	2.93158e-152	0	0	4.97243e-178	0	1.16166e-107	0	2.84835e-161	0	8.87871e-101	0	7.8422e-69	1.1452e-95	2.18608e-55	0	7.0897e-43	7.50055e-121
Mycobacterium_malmesburyense	0	2.62941e-84	1	0	1	1	1	1	1	1	7.15343e-13	1	8.73988e-134	1.00552e-126	1	1.19695e-148	5.00472e-87	0
Mycobacterium_komaniense	0	1.05093e-84	1	0	1	1	1	1	1	1	9.74238e-14	1	4.79272e-131	1.91261e-127	1	6.39781e-145	2.91189e-87	0
Anaerolinea_thermolimosa	1.04087e-70	2.92662e-80	1	1	1	1	9.11521e-31	1	1	1	3.36042e-15	1	1	1	1	1	1	1
Longilinea_arvoryzae	1.98597e-71	4.32188e-82	1	1	1	1	2.42079e-40	1	9.01619e-20	1	1.11688e-14	1	1	1	1	1	1	1
Leptolinea_tardivitalis	1	1.15631e-123	1	1	1	1	2.85799e-20	1	6.04039e-19	1	1.95332e-13	1	1.55418e-14	1	3.74957e-47	1	8.41504e-22	1
Mycobacterium_bohemicum_DSM_44277	0	2.02378e-56	1	0	1	1	1	1	1	1	1.15036e-13	1	4.08118e-14	1.94573e-130	1	9.82563e-147	1.29034e-108	8.48699e-28
Corynebacterium_halotolerans	1	1.7775e-54	1	0	1	1	1	1	1	1	1.51832e-14	1	5.19482e-87	6.86231e-109	1	5.67501e-137	7.25939e-31	6.07313e-101
Nocardia_farcinica	0	1.08957e-57	1	0	1	1	6.44589e-24	1	1	1	1.048e-15	1	3.56091e-116	1.33672e-115	1	1.71025e-157	3.57026e-50	0
Desulfocarbo_indianensis	2.90353e-115	1.36157e-115	1	0	1	1	5.78515e-52	2.30584e-14	1	2.18298e-52	6.89245e-16	1	4.73407e-55	4.48276e-45	2.64512e-56	2.14056e-129	2.04817e-25	4.08458e-77
Streptomyces_caatingaensis	1	3.72459e-71	1	0	1	1	1	1	1	1	1.39275e-14	1	8.16632e-88	5.86217e-93	3.25383e-44	2.16012e-169	3.70246e-29	2.80263e-159
Mycobacterium_goodii	0	1.80038e-86	1	0	1	1	1	1	1	1	5.4508e-16	1	5.48237e-130	4.03517e-121	1	0	6.62334e-88	0
Herbaspirillum_autotrophicum	1	8.34908e-71	1	0	1	1	1	1	1	1	4.76341e-16	1	3.52624e-108	7.3466e-71	8.4375e-56	0	1	2.67613e-55
Herbaspirillum_rhizosphaerae	1	2.15772e-109	1	0	1	1	1	1	1	1	2.12908e-16	1	1.07064e-96	3.88995e-70	2.48076e-53	0	8.64208e-26	4.49764e-59
Luteipulveratus_mongoliensis	0	1.32762e-106	1	0	1	1	1	1	1	1	1.46007e-15	1	8.18147e-78	6.453e-104	5.62776e-55	0	1.74159e-32	1.84336e-88
Flexilinea_flocculi	1	6.32919e-79	1	1	1	1	3.52312e-20	1	1	1	1	1	1	2.70376e-53	1.39369e-45	1	1.77428e-29	1
Aestuariivita_atlantica	3.61018e-170	3.73801e-101	0	3.88056e-136	4.1661e-180	0	1.36744e-106	0	3.50013e-151	0	7.21947e-93	0	8.08258e-75	1.46847e-87	9.44033e-65	0	4.64065e-33	6.2141e-55
Luteipulveratus_halotolerans	0	2.34122e-71	1	0	1	1	1	1	1	2.33145e-22	1	1	2.53914e-87	1.6829e-103	2.21553e-51	0	8.47217e-31	1.01551e-74
Aestuariivita_boseongensis	0	5.44398e-149	0	1	0	0	0	0	6.2529e-160	0	2.15024e-101	0	3.18392e-76	1.23746e-71	1.26699e-49	0	4.05013e-49	1.71317e-55
Acetobacterium_bakii	7.44385e-125	6.55037e-118	2.19046e-168	0	1	1	3.71649e-34	1.64079e-19	1	3.20504e-58	1.74666e-15	1	2.21295e-46	1	1.12968e-44	3.5545e-144	1.73154e-24	2.21811e-68
Herbaspirillum_hiltneri_N3	1	5.5002e-108	1	0	1	1	1	1	1	1	1.40894e-16	1	2.29336e-98	6.46883e-70	7.86142e-55	0	9.52245e-28	6.43853e-60
Streptomyces_azureus	1.53466e-11	1.71163e-37	1	0	1	1	4.59827e-37	1	9.91038e-14	5.98149e-13	1.39824e-15	1	1.37644e-89	9.88511e-97	1.18291e-40	1.19101e-167	5.14652e-31	2.11946e-154
Limnohabitans_planktonicus_II_D5	8.45965e-139	3.02082e-60	0	1	4.89389e-154	1.1394e-72	1.02848e-107	0	5.15015e-104	1.52048e-159	6.23428e-78	0	2.34322e-19	1	1	4.51107e-110	1	3.37221e-84
Corynebacterium_lactis_RW2_5	1	5.88707e-47	1	0	1	1	1	1	1	1	1.05017e-17	1	3.81446e-84	1.2873e-107	1	8.27789e-137	6.96197e-38	2.31782e-102
Corynebacterium_deserti_GIMN1_010	0	2.11329e-56	1	1	1	1	1	1	1	1	7.14343e-15	1	1.58357e-16	1	1	1	1	4.73292e-79
Streptomyces_pristinaespiralis	1	5.936e-71	1	0	1	1	2.17178e-37	1	1	8.73476e-10	4.1455e-17	1	2.06532e-91	2.22251e-96	1.90359e-42	1.22294e-169	6.53369e-31	4.43667e-155
Mycobacterium_mucogenicum	0	7.82679e-57	1	0	1	1	1	1	1	1	1.28728e-17	1	4.80783e-112	1.3538e-123	1	1.51122e-148	1.27249e-81	0
Marinagarivorans_algicola	1	1.31602e-56	1	0	1	1	1.89177e-12	1	1	6.32775e-13	2.00864e-14	1	3.49331e-77	7.63605e-72	3.98783e-50	0	5.96613e-22	1.87968e-66
Ideonella_sakaiensis	3.70726e-156	1.10427e-69	0	1	2.82045e-162	2.62829e-74	0	0	1.18685e-119	3.26219e-162	1.21102e-76	0	3.39316e-23	1	1	5.89339e-108	1	2.86073e-48
Amantichitinum_ursilacus	8.61533e-13	2.93873e-52	1	0	1	1	6.23306e-20	1	1	1	7.07534e-15	1	4.79981e-106	1.78181e-78	4.24211e-53	0	2.46199e-31	4.45885e-84
Nostoc_piscinale_CENA21	0	0	0	0	1	1	0	0	0	0	7.05292e-120	0	1.82523e-42	4.6142e-84	1.29453e-35	4.03366e-141	2.48616e-15	7.12978e-59
Kibdelosporangium_phytohabitans	0	2.44156e-98	1	0	1	1	9.95945e-24	1	5.34398e-16	2.02501e-13	5.50711e-16	1	2.20501e-107	2.11302e-109	6.18479e-45	8.01047e-167	3.17217e-52	1.30961e-167
Methanosarcina_flavescens	1	1.82883e-138	6.72484e-179	4.62659e-134	1	1	2.61367e-20	1	3.35054e-23	1.6051e-56	4.48371e-14	1	2.89164e-52	1	1	7.11598e-116	2.12376e-34	1.67113e-79
Prosthecomicrobium_hirschii	1.48724e-142	3.40424e-75	0	1.75957e-172	0	0	0	0	1.69946e-124	3.8831e-158	1.33396e-74	0	1.05603e-75	1.46586e-85	2.23651e-67	0	2.06798e-38	1.29844e-88
Levilinea_saccharolytica	2.07235e-75	4.00176e-124	1	1	1	1	7.20208e-22	1	2.42804e-22	1	1.81341e-18	1	2.53001e-16	1	6.26897e-43	1	1.53679e-29	1
Bellilinea_caldifistulae	1.49285e-119	2.15864e-126	1	1	1	1	5.69709e-29	1	5.38085e-14	1	3.20875e-15	1	6.20183e-15	1	1	1	1	1.35085e-13
Ornatilinea_apprima	1.51212e-66	6.87757e-77	1	1	1	1	2.01593e-42	1	1	1.01965e-16	5.18881e-17	1	7.59376e-15	1	2.98858e-46	1	8.74325e-24	1
Herpetosiphon_geysericola	5.12271e-64	9.58599e-122	1	0	1	1	1.19341e-17	1	2.41176e-15	1.24667e-12	2.76455e-16	1	1.13844e-53	2.92833e-47	2.86661e-43	1.43079e-124	2.37425e-23	1.87493e-81
Thermanaerothrix_daxensis	1	1.67669e-82	1	1	1	1	2.05434e-19	1	1	1	1	1	1	1	1.86607e-51	1	1.88605e-22	1
Mycobacterium_fortuitum	0	7.34901e-89	1	0	1	1	1	1	1	1	1.5034e-14	1	1.50727e-133	1.17388e-124	1	3.49742e-152	5.09624e-86	0
Nocardia_arizonensis	1	6.31215e-63	1	0	1	1	4.07364e-25	1	1	1	7.41705e-16	1	1.11543e-110	5.83463e-116	1	1.73951e-153	8.58464e-57	0
Desulfovibrio_brasiliensis_JCM_12178	6.3673e-116	3.05268e-103	1	1	1	1	6.65932e-31	2.97285e-18	1	1.33107e-12	5.48462e-14	1	7.18706e-50	1	2.42037e-32	1	3.11532e-17	2.90612e-72
Oxobacter_pfennigii	7.21898e-110	1.95572e-115	0	1	1	1	1.0458e-32	8.49222e-21	7.62045e-14	1.55986e-62	2.98026e-15	1	4.36098e-42	3.1499e-43	6.64771e-44	0	2.13423e-29	8.67074e-70
Mycobacterium_lentiflavum	0	6.98079e-54	1	0	1	1	1	1	1	1	2.27746e-15	1	3.81204e-154	2.15039e-129	1	8.45135e-153	1.99568e-100	0
Mycobacterium_europaeum	0	2.83164e-81	1	0	1	1	1	1	1	1	5.50585e-14	1	5.28003e-151	1.23404e-128	1	1.57036e-154	4.50268e-110	0
Aquimarina_longa_SW024	4.7444e-110	1.28595e-52	1	0	1	1	1	1	1	2.46998e-16	2.09537e-15	1	2.43073e-50	1	2.28758e-33	3.1461e-125	1.649e-23	4.01214e-67
