org_id	bchD	bchE	bchH	bchI	bchI_f	chlB_bchB	chlD	chlG_bchG	chlH	chlI	chlI_f	chlL_bchL	chlM_bchM	chlN_bchN	cobD_cobC	cobN	cobO	cobP_cobU	cobQ	cobS	cobS_f	cobT	cobV_cobS	cysG_cobA
294883299	2.86e-10	1	9.77e-108	7.41e-79	1.39e-05	1	2.21e-53	1	3.49e-133	1.82e-75	1	1	1.38e-07	1	3.67e-74	0	3.6e-87	2.78e-34	1.34e-117	1	1	1	9.23e-24	6.98e-109
296642052	1.29e-50	3.14e-88	0	1.86e-119	1	0	2.54e-56	2.3e-85	0	6.83e-78	1	2.1e-117	1.87e-55	2.16e-144	1	1.58e-107	5.59e-55	1	1	1	1	1	1	1.21e-55
296652124	1.33e-11	1	2.77e-55	3.56e-81	0.00034	1	2.77e-57	1	2.92e-135	2.54e-85	1	1	1.94e-05	1	9.59e-66	0	1.62e-71	1.06e-30	1.65e-125	1	1	1	1	1.53e-89
297020243	1	4.5e-30	1.15e-90	1.59e-68	1	1	1.09e-56	3.46e-09	8.94e-60	1.65e-63	1	1	0.000254	1	8.72e-32	1.14e-66	1	1	1.4e-80	1	1	1	5.01e-09	2.51e-52
297530180	2.12e-09	1	1.83e-54	3.64e-83	1	6.57e-18	5.26e-73	2.16e-09	4.68e-126	3.77e-87	1	8.29e-37	6.99e-05	8.56e-07	5.84e-34	6.15e-116	1	1	2.81e-91	1	1	1	1.21e-17	2.13e-59
298102864	1	1	3.5e-57	5.23e-74	1	1	5.39e-44	1	2.5e-122	1.07e-60	1	1	1	1	1	0	4.22e-85	1	5.79e-106	1	1	1	1	5.94e-104
298498928	3.85e-15	1	3.7e-50	4.02e-86	4.02e-86	1	2.79e-88	1	1.26e-55	3.58e-88	3.58e-88	2.2e-31	1	1	9.55e-06	1.64e-134	1	1	1	1	1	1	1	6.62e-10
298505298	1	1	5.73e-49	2.28e-62	1	1	8.29e-42	1	8.92e-91	4.08e-52	1	1	2.52e-05	1	1.41e-28	0	7.05e-39	1.71e-33	3.87e-81	1	1	1	8.47e-06	2.79e-66
301516037	2.75e-15	1	9.96e-88	3.68e-82	3.68e-82	1	2.75e-61	1	1.24e-112	1.66e-83	1.66e-83	0.000833	1	1	3.38e-09	0	1.22e-21	1	7.57e-98	1	1	1	1	2.93e-66
303226358	2.81e-12	1	2.18e-62	4.62e-73	1	1	1.95e-44	1	1.97e-122	8.7e-72	1	1	1	1	1	0	1.5e-74	1	1	1	1	1	1	5.63e-20
303703553	2.79e-70	0	0	1.39e-122	1	0	1.84e-57	6.9e-90	2.82e-153	4.54e-89	1	3.05e-113	3.14e-59	1.8e-150	1	5.1e-115	1	1	6.83e-144	1	1	1	1	1
304510635	1.1e-10	1	1	5.62e-75	1	1	3.27e-48	1	1	3.23e-66	1	1	1.42e-05	1	4.42e-58	1	1.3e-73	2.16e-31	4.98e-111	1	1	1	1.02e-08	1
305014820	5.56e-24	2.28e-55	8.12e-146	6.4e-95	6.4e-95	0	0	2.15e-129	0	9.94e-148	9.94e-148	1.12e-110	5.25e-70	2.48e-145	1.55e-22	0	3.06e-52	9.51e-13	1.73e-86	1	1	1	4.8e-05	3.01e-49
306218573	9.04e-11	1	1	5.57e-75	1	1	5.18e-54	1	1	2.3e-74	1	1	2.57e-06	1	5.31e-52	1	3.15e-72	1	5.92e-122	1	1	1	1	1
307296275	5.7e-17	1	1.8e-120	4.86e-84	4.86e-84	1	1.3e-92	1	2.55e-147	5.04e-79	5.04e-79	1	1	1	1	1.85e-113	4.45e-25	7.8e-27	1	1	1	1	7.21e-05	2.26e-22
307403151	1.02e-34	0	8.78e-134	1.08e-105	1.08e-105	0	5.4e-101	2.92e-173	0	4.3e-113	4.3e-113	2.3e-150	3.09e-114	0	2.58e-33	0	1	2.99e-34	1.7e-98	1	1	1	0.000167	5.16e-48
308064793	3.68e-11	1	1	2.73e-89	1	1	1.27e-60	1	1	1.72e-80	1	1	1	1	1.5e-63	1	2.69e-72	1	1.84e-139	1	1	1	1	1
308803703	5.77e-10	7.25e-05	5.75e-119	1.81e-92	1	3.64e-12	3.8e-66	1.43e-11	1.91e-81	5.86e-93	1	7.93e-34	1	1	6.08e-107	9.99e-87	1	1	0	1	1	1	2.55e-36	4.7e-96
308997669	4.2e-10	1	4.79e-61	1.79e-81	6.65e-05	1	3.99e-55	1	1.51e-116	3.7e-73	1	1	1.12e-05	1	1.01e-63	0	6.67e-72	5.54e-32	1.97e-122	1	1	1	7.06e-05	2.53e-94
309554359	8.89e-40	1	1	1.83e-114	1	4.22e-13	1.46e-55	3.42e-92	1	3.45e-82	1	1.26e-25	1	1	1	1	1	1	1	1	1	1	1	1
310090222	1.99e-09	1	1	3.39e-81	1	1	6e-47	1	1	3.02e-68	1	1	1	1	2.06e-77	1	1.16e-78	1	8.54e-127	1	1	1	1	3.44e-101
310272356	0	0	0	0	2.03e-05	0	2.47e-51	0	4e-150	2.17e-82	1	1.55e-175	2.33e-144	0	1.54e-50	2.46e-106	1.01e-72	3.26e-42	1.14e-160	1.52e-156	1.52e-156	4.8e-149	3.97e-10	4.84e-36
310988821	6.16e-50	1.18e-91	0	2.58e-126	1	0	1.5e-50	2.16e-101	5.14e-150	4.32e-79	1	5.64e-124	2.18e-50	1.43e-163	1	5.14e-57	1	1	1	1	1	0	1	1
311760464	2.41e-10	1.57e-13	9.48e-61	2.48e-83	1	1	1.08e-86	0.000491	9.02e-68	8.4e-76	1	1	4.87e-05	1	6.06e-81	2.15e-118	1.8e-64	1.39e-23	0	1	1	1	1	2.29e-64
312307008	1	7.71e-61	1.62e-111	2.63e-88	1	3.42e-07	3.25e-65	4.04e-10	2.61e-93	2.23e-82	1	2.22e-37	1.18e-07	1	2.43e-47	1.41e-96	1	1	1.71e-131	1	1	1	8.33e-28	8.54e-69
313028412	2.18e-122	0	0	1.15e-159	2.87e-05	0	1.52e-56	2.77e-128	1.63e-141	1.05e-85	1	5.98e-138	3.58e-81	0	8.81e-52	2.23e-113	2.58e-73	1.4e-45	5.02e-164	1.38e-156	1.38e-156	1.26e-147	1.71e-11	3.26e-39
313071810	1.05e-07	1	8.77e-91	7e-75	1	1	9.43e-43	1	1.64e-124	4.62e-64	1	1	2.94e-06	1	9.92e-59	0	6.15e-82	2e-31	1.43e-102	1	1	1	2.7e-08	2.92e-54
313480457	1.5e-09	1	1	3.83e-71	1	1	5.35e-45	1	1	7.29e-70	1	1	1	1	1	1	5.85e-71	1	1	1	1	1	1	1
313554973	1.03e-102	5.91e-91	0	2.57e-150	1	0	2.39e-49	8.58e-124	2.2e-142	5.99e-74	1	8.14e-138	1.51e-79	0	1	1.18e-48	1	1	1	1	1	1	1	1
313733709	4.12e-15	1	2.38e-55	1.23e-84	1	1	1.46e-60	1	2.04e-65	1.35e-70	1	1	1	1	1	9.77e-117	2.33e-63	1	7.05e-177	1	1	1	1	3.43e-19
314312307	2.58e-05	1	1	3.29e-79	1	1	3.26e-39	1	1	3.21e-58	1	1	1	1	1	1	2.25e-95	1	8.21e-109	1	1	1	1	2.55e-167
315419678	1.86e-13	1	1.63e-56	6.14e-74	1	1	2.22e-46	1	2.15e-118	4.11e-76	1	1	0.000465	1	2.01e-67	0	9.15e-80	4.28e-43	1.96e-123	1	1	1	1.31e-09	2.76e-41
315479256	1	1	3.95e-47	1.05e-61	1	1	3.01e-37	1	4.84e-62	5.32e-55	1	1	1	1	1	0	2.3e-61	1	1	1	1	1	1	7.13e-22
315733418	4.09e-10	1	1.5e-59	2.6e-82	1	1	7.46e-59	1	4.02e-140	1.3e-83	1	1	1.86e-06	1	1.78e-65	0	1.47e-73	5.38e-29	5.64e-128	1	1	1	7.27e-09	2.29e-18
317349926	2.08e-08	1	1.08e-60	1.33e-83	1	1	2.4e-50	1	8.66e-71	4.68e-68	1	1	0.000465	1	9.13e-42	0	1.9e-70	4.11e-28	8.75e-108	1	1	1	2.51e-08	1.02e-49
317973144	1.93e-110	1	1	3.31e-152	1	1	1.98e-51	1	1	3.57e-77	1	4.19e-27	1	1	1	1	2.58e-51	1	1	1	1	1	1	1
319465584	2.22e-05	1	5.44e-49	1.93e-70	1	1	2.83e-55	5.33e-10	1.07e-143	7.04e-66	1	1	1.34e-06	1	1	1.6e-179	1	1	1	1	1	1	1	2.81e-20
319624038	1.65e-05	1	5.72e-52	8.99e-65	1	1	3.29e-49	1	2.72e-140	1.36e-60	1	1	1	1	1	0	1	1	1	1	1	1	1	1.11e-19
319937002	6.38e-25	9.54e-80	1	3.67e-52	1	0	0	1.39e-162	1	3.63e-54	1	1	1	1	1	1	1	1	1	1	1	1	1	1
320378620	1	1	1	6.63e-20	1	1	2.71e-18	1	1	0.00053	1	1	1	1	1	1	1	1	1	1	1	1	1	1
320717958	6.15e-49	1	1	8.71e-124	1	3.05e-17	2.13e-55	1	1	1.29e-86	1	1.77e-34	1	1	1	1	1	1	1	1	1	1	1	1
323360781	2.79e-08	1	7.2e-62	2.36e-73	4.88e-07	1	1.93e-40	1	7.18e-129	5.86e-61	1	1	4.54e-05	1	2.87e-94	0	2.21e-95	1.48e-26	1.43e-112	1	1	1	2.02e-36	5.19e-141
324420600	4.01e-06	1	2.07e-51	1.8e-68	1	1	9.51e-56	3.32e-10	1.73e-144	1.05e-65	1	1	1	1	1.04e-30	1.28e-179	4.85e-14	1	5e-76	1	1	1	3.44e-07	2.25e-56
324824850	9.49e-10	2.27e-05	1.04e-63	5.36e-78	1	1	1.75e-51	1	2.82e-122	1.88e-65	1	1	1.78e-06	1	5.82e-71	0	3.03e-90	2.4e-13	1.56e-116	1	1	1	3.81e-32	3.24e-115
325523037	4.99e-26	0	4.9e-155	6.69e-92	6.69e-92	0	0	8.77e-164	0	2.34e-162	2.34e-162	2.56e-148	1.4e-94	0	7.95e-27	0	1.32e-59	5.01e-26	9.18e-106	1	1	1	1.69e-07	7.69e-61
326229095	8.73e-16	1.57e-28	2.43e-51	4.92e-84	1	1	4.17e-63	1	3.26e-131	1.45e-73	1	1	3.7e-06	1	3.46e-44	0	4.44e-38	1.33e-26	2.21e-93	1	1	1	1.68e-06	1.68e-57
326285686	0.00067	1.45e-09	1	6.29e-85	1	1	1.84e-67	1	1	9.81e-88	1	1	1	1	1	1	1	1	1.82e-87	1	1	1	1	5.47e-26
326887370	2.07e-08	2.06e-11	4.09e-99	7.11e-85	1	2.07e-05	3.93e-61	1	1.71e-76	1.24e-90	1	1	1	1	1.27e-40	8.86e-75	2.44e-25	5.6e-36	6.31e-92	1	1	1	1	5.15e-72
327675139	5.12e-10	1	1.27e-59	2.21e-82	1	1	1.01e-47	1	8.24e-121	6.36e-77	1	1	1	1	1.72e-72	0	1.82e-77	4.31e-33	1.71e-126	1	1	1	2.23e-10	7.5e-78
328465828	1	1	4e-50	3.61e-63	1	1	2.83e-37	1	2.02e-111	3.33e-54	1	1	9.39e-06	1	9.91e-63	0	5.71e-62	1	1.74e-159	1	1	1	1	8.49e-24
329805801	1.99e-11	1	1	5.2e-77	1	1	5.41e-54	1	1	8.55e-83	1	1	1	1	1.32e-63	1	7.94e-74	1	2.49e-123	1	1	1	1	1
329843113	7.27e-08	1	1	8.25e-71	0.000152	1	5.12e-38	1	1	8.96e-63	1	1	1	1	1	1	2.07e-83	1	3.76e-98	1	1	1	1	9.53e-62
331359888	8.5e-07	1	3.33e-103	1.2e-78	1	1	7.64e-49	1	2.44e-124	6.04e-78	1	1	1	1	5.75e-53	0	1.48e-82	1	0	1	1	1	1	2.15e-19
333365657	1	3.85e-19	9.17e-47	4.53e-56	1	1	4.54e-30	1	7.4e-61	7.36e-47	1	1	8.42e-05	1	2.21e-69	0	1.01e-64	5.19e-19	2.07e-162	1	1	1	1	1.54e-37
334689433	8.59e-08	1	8.76e-61	2.37e-71	1	1	1.55e-55	1	5.88e-115	2.93e-68	1	1	1	1	3.59e-57	0	6.57e-84	7.93e-35	8.25e-128	1	1	1	1.56e-16	2e-41
335348118	9.38e-08	1	7.61e-63	3.3e-76	3.8e-08	1	2.58e-42	1	3.43e-70	6.98e-60	1	1	6.66e-05	1	9.18e-94	0	2.2e-93	7.16e-32	6.83e-108	0.000145	0.000145	1	3.31e-51	1.48e-148
336491164	9.57e-10	4.03e-12	1.98e-106	8.34e-89	1	1	1.36e-66	2.93e-08	2.77e-152	1.95e-89	1	6.95e-39	1	1	5.81e-168	0	1	1	0	1	1	1	2.61e-97	1.34e-137
336895169	6.59e-45	1.71e-90	0	8.09e-117	1	0	1.9e-48	1.06e-92	2.37e-143	4.57e-74	1	9.62e-124	1.3e-48	3.88e-157	1	3.24e-53	1	1	1	6.32e-146	6.32e-146	6.82e-158	1	4.81e-44
336949180	1	1	9.81e-54	5.08e-58	1	1	6.26e-43	1	3.24e-112	4.2e-58	1	1	1	1	1.09e-68	0	4.04e-53	1	1	1	1	1	1	8.55e-28
337129208	2.31e-09	6.44e-08	2.2e-61	1.85e-80	1	1	1.2e-51	1.05e-06	8.51e-143	6.5e-68	1	1	1	1	2.35e-35	0	1	3.1e-33	8.95e-89	1	1	1	3.26e-08	2.04e-54
337131174	9.95e-18	5.06e-30	1.51e-100	1.3e-88	1.3e-88	0.00039	1.24e-76	1	8.13e-154	3.84e-84	3.84e-84	2.23e-33	8.91e-05	1	1.76e-39	3.35e-140	3.22e-43	3.52e-30	4.05e-107	1.85e-08	1.85e-08	1	8.46e-08	1.22e-62
337459534	1	1.83e-30	1	1.74e-70	1	1	4.14e-59	1	1	1.72e-75	1	1	1	1	2.07e-31	1	1.36e-25	1	2.2e-75	1	1	1	6.78e-05	2.3e-28
339591943	5.56e-08	1	1	1.2e-82	0.000391	1	1.48e-52	1	1	5.99e-70	1	1	1	1	1	1	1.99e-90	1	7.39e-113	1	1	1	1	3.53e-124
340316734	2.27e-38	1.65e-89	0	7.32e-104	1	0	4.9e-48	3.01e-85	0	1.25e-72	1	1.39e-121	7.22e-54	2.01e-164	7.22e-77	0	3.54e-90	5.18e-55	0	0	0	0	4.78e-25	6.66e-45
340503177	6.28e-12	3.6e-26	2.26e-63	6.22e-87	1	1	1.2e-56	1	5.05e-126	8.94e-87	1	1	7.59e-06	1	1.49e-65	0	3.87e-71	1.6e-30	5.86e-124	1	1	1	1.04e-08	1.84e-94
341275785	1.27e-06	1	1	5.2e-70	1	1	5.57e-39	1	1	7.12e-60	1	1	1	1	1	1	1.52e-90	1	2.24e-106	1	1	1	1	1.22e-139
341331314	7.28e-10	2.47e-26	9.11e-56	2.23e-81	0.000814	1	2.81e-50	1	3.89e-129	1.44e-65	1	1	5.18e-08	1	1.45e-60	0	6.92e-78	4.15e-31	4.06e-120	1	1	1	5.73e-15	1.08e-92
341694592	9.95e-33	1.96e-92	0	1.08e-116	1	0	1.14e-53	1.44e-75	1.77e-137	5.81e-80	1	4.44e-123	8.03e-53	1.53e-155	1	1.27e-50	1	1	1	8.76e-156	8.76e-156	1.36e-148	1	1
341802178	1	3.99e-19	2.25e-50	1.49e-56	1	1	3.19e-28	1	2.45e-108	1.63e-49	1	1	0.0001	1	1.33e-62	0	1.43e-60	2.52e-30	1.38e-156	1	1	1	3.55e-08	1.11e-59
342894756	9.83e-14	1	1.62e-60	3.43e-84	1	1	1.5e-53	1	1.87e-121	5.63e-73	1	1	1	1	1	0	5.27e-83	1	1	1	1	1	1	9.04e-16
343233488	4.25e-07	1	1	3.93e-77	1	1	4.84e-45	1	1	4.41e-60	1	1	1	1	1	1	5.26e-69	1	1	1	1	1	1	1
345331125	0.000194	1	4.63e-68	1.28e-81	1	1	9.76e-71	1	5.27e-153	1.09e-90	1	1	1	1	1	5.2e-138	1	1	1	1	1	1	1	1
346753945	5.41e-05	1	1	3.55e-71	1	1	1.34e-41	1	1	8.99e-59	1	1	1	1	1	1	1.97e-85	1	2.1e-112	1	1	1	1	3.25e-106
347613940	1.01e-48	7.2e-93	0	1.73e-124	1	0	8.89e-57	5.58e-94	8.42e-145	3.91e-89	1	5.65e-113	2.11e-56	5.57e-163	1	4.5e-108	1	1	1	1	1	1	1	1.59e-46
347711983	4.95e-11	1	3.41e-59	2.36e-90	1	1	3.41e-60	1	7.03e-139	1.16e-81	1	1	1	1	2.93e-52	0	1.1e-73	1	2.96e-128	1	1	1	1	1.49e-19
347797968	2.95e-09	1	1	1.49e-77	1	1	1.06e-41	1	1	1.08e-62	1	1	1	1	1	1	5.65e-93	1	1.87e-107	1	1	1	1	2e-155
348327849	4.32e-05	1	1.01e-48	4.86e-60	1	1	5.93e-47	1	5.07e-143	5.39e-53	1	1	0.000245	1	1	0	1	1	1.21e-06	1	1	1	1	2.87e-22
348469698	1.23e-06	1	1	4.44e-80	1	1	7.47e-49	1	1	2.01e-62	1	1	1	1	1	1	1.53e-64	1	1	1	1	1	1	1
349065646	0.000229	1	1.06e-150	3.96e-82	1	1	1.37e-70	1	0	1.9e-89	1	1	2.2e-06	1	1	1.61e-120	1.21e-25	1	1	1	1	1	1	1
349155336	1	1	4.79e-74	1.04e-60	1.53e-07	1	8.03e-39	1	5.36e-120	2.38e-53	1	1	6.31e-07	1	6.6e-157	0	1.38e-117	7.43e-80	0	1	1	1	2.94e-75	6.34e-155
349353666	7.05e-15	1.31e-10	8.88e-91	1.83e-92	1	2.58e-13	3.95e-71	4.01e-11	9.16e-115	3.25e-82	1	6.34e-36	4.94e-06	0.000228	8.34e-36	8.08e-109	1	1	1.1e-93	1	1	1	5.26e-15	9.49e-61
349425647	4.41e-08	1	1	4.38e-79	1	1	1.2e-39	1	1	8.75e-61	1	1	1	1	1.73e-68	1	7.38e-86	2.17e-33	7.73e-111	1	1	1	1.8e-32	7.79e-103
349935909	1	1.15e-31	1	1.53e-11	1	1	2.57e-13	1	1	1	1	1	3.11e-06	1	3.2e-32	1	1.51e-41	1.17e-18	5.21e-87	1	1	1	1	1.55e-75
350276687	7.77e-50	1.09e-92	0	4.28e-138	1	0	3.08e-47	1.03e-115	9.26e-147	2.06e-73	1	1.05e-139	1.9e-71	0	1	1.9e-47	1	1	1	1	1	1	1	2.23e-98
351525123	1.39e-07	1	6.85e-105	1.96e-82	6.37e-05	1	5.71e-50	1	1.58e-128	1.32e-73	1	1	7.82e-07	1	7.6e-65	0	4.74e-81	1.75e-20	1.26e-123	0.000652	0.000652	1	3.78e-17	1.26e-84
352302739	1	1	1	3.08e-62	1.01e-05	1	1.05e-39	1	1	6.07e-57	1	1	1	1	1	1	1.22e-79	1	4.45e-118	1	1	1	1	1.07e-120
353377724	6.83e-26	1	1	2.53e-94	2.53e-94	1	0	2.61e-06	1	1.53e-166	1.53e-166	1	1	1	1	1	1	1	1	1	1	1	1	1
353685270	2.35e-10	1	4.11e-59	3.3e-75	1	1	3.92e-54	1	2.9e-135	9.62e-80	1	1	1	1	2.2e-67	0	8.41e-73	1	6.48e-126	1	1	1	1	3.62e-17
354125185	2.59e-12	1	8.77e-65	2.12e-65	0.000727	1	1.97e-44	1	2.45e-128	1.57e-74	1	1	0.000259	1	2.09e-59	0	1.64e-75	6.87e-40	4.45e-163	1	1	1	4.36e-09	2.05e-87
355960241	1.51e-10	1	1	1.48e-78	1	1	7.06e-50	1	1	3.47e-65	1	1	1	1	1	1	2.43e-90	1	1.82e-117	1	1	1	1	3.72e-119
357154471	4.86e-17	5.37e-25	2.61e-60	1.73e-93	1.73e-93	1	4.84e-73	1	2.04e-147	6.22e-81	6.22e-81	1	3.11e-05	1	2.42e-43	3.66e-136	7.74e-21	5.67e-37	1	1	1	1	1	8.18e-67
358490392	1	2.42e-28	1	1.12e-68	1	1	1.11e-53	1	1	1.12e-74	1	1	0.000637	1	9.78e-37	1	4.83e-23	1	1.93e-77	1	1	1	1	2.8e-24
358696051	2.72e-11	1	9.85e-58	3.21e-77	1	1	6.86e-54	1	2.02e-137	1.53e-81	1	1	1	1	4.36e-66	0	4.11e-74	1	1.89e-126	1	1	1	1	4.6e-17
359111268	2.71e-12	1	1	5.03e-79	1	1	8.31e-49	1	1	5.91e-64	1	1	1	1	1	1	3.72e-83	1	1	1	1	1	1	4.9e-110
359189014	1.48e-07	1	1	5.48e-75	1	1	3.4e-38	1	1	2.12e-58	1	1	1	1	1	1	1.3e-99	1	1.36e-105	1	1	1	1	1.03e-150
359362794	1.18e-15	1	3.75e-102	3.44e-83	3.44e-83	1	5.27e-62	1	3.64e-135	3.55e-88	3.55e-88	6.99e-33	6.98e-05	1	2.18e-31	0	1.99e-46	2.91e-28	1.76e-106	1	1	1	1.37e-09	7.31e-59
360324956	6.85e-50	0	0	2.54e-118	1	0	5.91e-54	3.6e-103	8.68e-149	6.73e-88	1	2.01e-116	4.96e-59	2.53e-159	1	1.74e-53	1	1	1	3.97e-157	3.97e-157	1.78e-149	1	1
360587940	1.61e-10	1	1.23e-62	7.24e-75	1	1	3e-45	1	1.91e-121	4.52e-73	1	1	1	1	1.14e-52	0	8.53e-79	1.93e-33	6.14e-129	1	1	1	1.46e-08	6.17e-36
360810800	2.75e-12	1.38e-08	5.07e-58	9.78e-88	9.78e-88	1.68e-09	6.47e-60	1	7.56e-158	3.55e-88	3.55e-88	3.86e-37	1	1	2.15e-42	1.15e-174	3.85e-28	8.85e-30	1.67e-110	1	1	1	1	4.86e-72
363596514	1.86e-11	1	2.04e-55	6.54e-82	1	1	1.4e-51	1	1.16e-134	1.85e-75	1	1	2.19e-05	1	1.34e-47	0	4.38e-72	1.42e-24	1.15e-121	1	1	1	1	2.49e-14
365800077	7.09e-06	1	1.55e-54	6.38e-63	1	1	1.76e-50	1	8.38e-144	4.57e-56	1	1	1	1	1	0	1.07e-14	1	3.76e-86	1	1	1	1	1
366279318	0.000469	1	1.41e-51	7.38e-68	1	1	1.5e-49	2.45e-07	8.47e-140	6.99e-56	1	1	8.88e-07	1	1.21e-13	0	6.9e-15	1	1.47e-82	1	1	1	1	1.3e-51
366297017	3.59e-45	0	0	5.92e-124	1	0	1.46e-53	8.17e-95	6e-147	1.8e-81	1	5.39e-97	2.32e-59	1.63e-146	1	1.33e-137	4.46e-55	1	1	1	1	1	1	1.92e-63
366788892	1.49e-10	1	6.18e-59	1.55e-83	1	1	1.01e-55	1	3.49e-68	4.45e-78	1	1	1	1	1	6.91e-124	1	1	1	1	1	1	1	3.38e-18
367281781	1.99e-07	1	1	1.07e-75	1	1	2.22e-44	1	1	1.05e-61	1	1	1	1	1	1	3.55e-91	1	1	1	1	1	1	5.02e-155
368418724	1.42e-10	1	9e-56	4.1e-82	4.1e-82	1	2.09e-63	1	2.4e-141	4.16e-86	4.16e-86	1	1	1	1	0	4.73e-43	1	1	1	1	1	1	1
368952192	2.56e-09	1	7.05e-94	1.01e-82	1	1	1.59e-56	0.000761	3.84e-128	1.31e-77	1	1	6.25e-07	1	7.17e-69	0	4.54e-82	1.7e-33	3.41e-139	1	1	1	2.38e-12	3.36e-77
368961041	2.85e-06	1	1	2.11e-70	0.000589	1	2e-38	1	1	5.09e-57	1	1	1	1	1	1	5.94e-95	1	4.58e-105	1	1	1	1	3.31e-147
370738638	1	1.08e-17	7.54e-47	2.65e-59	1	1	1.59e-41	1	6.9e-66	8.84e-55	1	1	7.18e-06	1	1.01e-76	0	2.68e-60	3.95e-37	1.78e-168	1	1	1	4.46e-11	4.56e-59
371139552	1.06e-09	1	2.8e-58	1.01e-78	1	1	8.43e-50	1	4.01e-141	1.03e-85	1	1	1	1	1.96e-62	0	5.22e-74	1	4.69e-127	1	1	1	1	1
371993604	3.3e-15	1	2.89e-54	1.14e-93	1.14e-93	1	5.41e-69	1	3.75e-138	2.14e-83	2.14e-83	1	1	1	5.51e-40	2.51e-162	2.32e-41	8.72e-24	2.7e-96	1	1	1	2.01e-08	2.61e-66
372512015	4.38e-08	1	1	1.1e-72	1	1	6.3e-42	1	1	5.94e-65	1	1	2.25e-05	1	0.000143	1	1	3.86e-35	1	1	1	1	4.12e-07	1.4e-48
373503953	4.74e-10	1	2.06e-100	1.07e-81	0.000244	1	1.25e-52	1	8.48e-121	2.2e-67	1	1	1	1	1	0	5.22e-82	1	1.65e-116	1	1	1	1	7.31e-132
373516860	1.95e-08	2.14e-08	5.35e-110	8.48e-86	1	1	5.92e-66	4.74e-16	6.94e-158	2.82e-88	1	2.63e-38	1	1	8.68e-156	0	1	1	0	1	1	1	2.9e-95	9.71e-133
373720077	9.11e-14	1	1.3e-58	2.95e-70	0.00047	1	6.6e-48	1	6.41e-129	7.34e-76	1	1	1.51e-05	1	2.86e-52	0	1.57e-80	1.92e-35	3.88e-114	1	1	1	3.32e-13	3.62e-56
375718620	8.23e-76	1.03e-85	0	9.28e-164	1	0	7.35e-56	2.89e-136	1.38e-148	2.12e-83	1	5.92e-144	2.07e-82	0	1	9.92e-50	1	1	1	1	1	1	1	1
375738837	4.44e-19	1	1.91e-127	2.56e-83	2.56e-83	1	1.55e-60	1	7.86e-154	2.03e-84	2.03e-84	1	1	1	1	4.06e-126	1	1	1	1	1	1	1	1
375941698	3.99e-10	3.16e-29	3.05e-66	3.96e-81	1	1	1.55e-53	1	6.63e-127	5.02e-84	1	1	6.2e-08	1	6.88e-64	0	3.39e-70	4.75e-31	1.55e-118	1	1	1	9.42e-15	1.09e-90
377110409	1.65e-10	3.22e-13	2.53e-58	7.49e-73	7.49e-73	1	3.65e-59	1	7.26e-118	5.73e-76	5.73e-76	1	1	1	1	2.24e-166	1	1.45e-19	1	1	1	1	8.49e-10	1
378780961	1.08e-50	1	1	1.75e-125	1	1	2.97e-55	1.36e-101	1	7.44e-82	1	1	1	1	1	1	1	1	1	1	1	1	1	1
379474702	0.000523	1	1	3.3e-82	1	1	5.59e-47	1	1	6.7e-66	1	1	1	1	1	1	1.4e-80	1	3.27e-113	1	1	1	1	4.9e-102
380090563	6.45e-09	1	4.98e-59	8.44e-75	1	1	4.97e-47	1	1.14e-116	8.63e-80	1	1	1	1	0.000267	0	2.24e-77	1	1.11e-137	1	1	1	1	6.46e-54
380663869	4.58e-10	1	1.15e-61	3.1e-79	1	1	9.32e-46	1	1.71e-126	1.69e-74	1	1	1	1	1.13e-50	0	3.68e-79	1.78e-31	3.53e-130	1	1	1	1	4.51e-75
380968554	3.99e-10	1	6.55e-60	3.99e-67	0.000589	1	1.28e-45	1	6.71e-125	3.54e-74	1	1	9.98e-06	1	1.61e-56	0	8.08e-82	3.53e-36	0	1	1	1	5.4e-06	3.09e-69
381953499	2.97e-74	1	1	1.89e-153	1	7.29e-20	7.84e-56	1	1	9.76e-85	1	4.82e-27	1	1	1	1	1	1	1	1	1	1	1	1
382746797	6.12e-12	1	8.26e-95	5.6e-87	4.04e-08	1	3.88e-55	1	9.42e-73	1.09e-73	1	0.000622	1.7e-07	1	1.74e-68	0	7.72e-85	1.07e-41	1.44e-139	1	1	1	1.34e-08	9.92e-101
383837370	2.58e-25	3.12e-95	1.69e-150	1.08e-95	1.08e-95	2.05e-07	0	8.67e-169	0	1.32e-157	1.32e-157	9.88e-149	1.19e-97	0	1.91e-26	0	3.66e-63	2.58e-26	2.81e-100	1	1	1	1.68e-05	1.26e-58
383922395	1.25e-11	1	1	2.21e-72	7.54e-41	1	3.82e-48	1	1	3.61e-71	8.2e-26	1	1	1	3.11e-69	1	2.59e-72	1	4.36e-129	1	1	1	1	7.39e-84
384565420	2.11e-06	1	1	7.72e-74	1.7e-05	1	4.26e-48	1	1	1.68e-63	1	1	1	1	1	1	7.54e-89	1	5.57e-107	1	1	1	1	2.28e-115
384802870	3.7e-10	2.94e-27	1.08e-58	1.52e-83	6.44e-38	1	1.13e-57	1	2.27e-141	2.48e-83	4.1e-24	1	3.25e-06	1	5.35e-63	0	3.43e-73	4.5e-29	3.13e-130	1	1	1	1.12e-11	1.41e-88
